"","vote_2020","gender","education","state","household_income","race_ethnicity","census_region","employment","vote_intention","registration","age_group"
"3477","0","Female","Completed some high school","TX","$30,000 to $34,999","White","South","Employed","Not sure","Registered","ages45to59"
"3478","0","Female","High school graduate","KY","Less than $14,999","Other","South","Employed","Yes, I will vote","Registered","ages18to29"
"3479","1","Female","Completed some high school","MO","$70,000 to $74,999","White","Midwest","Employed","Yes, I will vote","Registered","ages45to59"
"3480","1","Male","Associate Degree","MO","Less than $14,999","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"3481","1","Female","Completed some high school","MO","Less than $14,999","White","Midwest","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages45to59"
"3482","1","Female","Completed some college, but no degree","AZ","$45,000 to $49,999","White","West","Employed","Yes, I will vote","Registered","ages60plus"
"3483","0","Male","College Degree (such as B.A., B.S.)","CA","$125,000 to $149,999","White","West","Employed","Yes, I will vote","Registered","ages60plus"
"3484","0","Female","Completed some high school","FL","Less than $14,999","Other asian or pacific islander","South","Employed","Yes, I will vote","Registered","ages30to44"
"3485","0","Female","Completed some graduate, but no degree","OR","$55,000 to $59,999","Other","West","Employed","Yes, I will vote","Registered","ages45to59"
"3486","1","Female","College Degree (such as B.A., B.S.)","MD","$125,000 to $149,999","Other asian or pacific islander","South","Employed","Yes, I will vote","Registered","ages45to59"
"3487","1","Female","Other post high school vocational training","TX","$50,000 to $54,999","Black, or African American","South","Not in labor force","Yes, I will vote","Registered","ages45to59"
"3488","0","Female","College Degree (such as B.A., B.S.)","TX","$70,000 to $74,999","Other","South","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages45to59"
"3489","1","Male","Masters degree","NY","$100,000 to $124,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"3490","0","Female","High school graduate","FL","$15,000 to $19,999","White","South","Not in labor force","Yes, I will vote","Registered","ages18to29"
"3491","0","Male","Masters degree","NY","$125,000 to $149,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"3492","0","Female","Completed some college, but no degree","NY","$30,000 to $34,999","Black, or African American","Northeast","Not in labor force","Yes, I will vote","Registered","ages18to29"
"3493","1","Male","Completed some high school","VA","Less than $14,999","White","South","Not in labor force","Yes, I will vote","Registered","ages30to44"
"3494","1","Male","College Degree (such as B.A., B.S.)","TX","$65,000 to $69,999","White","South","Employed","Yes, I will vote","Registered","ages45to59"
"3495","0","Female","Other post high school vocational training","MS","$30,000 to $34,999","White","South","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages18to29"
"3496","1","Male","Masters degree","IL","$95,000 to $99,999","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"3497","1","Male","Completed some high school","KY","Less than $14,999","White","South","Not in labor force","Yes, I will vote","Registered","ages18to29"
"3498","1","Female","College Degree (such as B.A., B.S.)","WA","$20,000 to $24,999","Other","West","Employed","Yes, I will vote","Registered","ages18to29"
"3499","0","Male","High school graduate","WI","Less than $14,999","White","Midwest","Not in labor force","Yes, I will vote","Registered","ages45to59"
"3500","1","Male","Other post high school vocational training","FL","$35,000 to $39,999","Black, or African American","South","Employed","Yes, I will vote","Registered","ages18to29"
"3501","0","Female","College Degree (such as B.A., B.S.)","OH","$45,000 to $49,999","Other","Midwest","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3502","1","Male","High school graduate","CA","Less than $14,999","White","West","Employed","Yes, I will vote","Registered","ages45to59"
"3503","1","Male","Associate Degree","NM","$40,000 to $44,999","White","West","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages45to59"
"3504","1","Female","Completed some graduate, but no degree","PA","$75,000 to $79,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"3505","1","Female","Completed some college, but no degree","CA","$50,000 to $54,999","Other","West","Employed","Yes, I will vote","Registered","ages18to29"
"3506","1","Male","Doctorate degree","TX","$80,000 to $84,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"3507","0","Female","College Degree (such as B.A., B.S.)","WA","Less than $14,999","White","West","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages30to44"
"3508","0","Male","Completed some college, but no degree","NY","Less than $14,999","White","Northeast","Not in labor force","Yes, I will vote","Registered","ages45to59"
"3509","0","Male","Masters degree","DC","$125,000 to $149,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"3510","0","Female","High school graduate","FL","Less than $14,999","Black, or African American","South","Employed","Not sure","Registered","ages18to29"
"3511","1","Female","Completed some college, but no degree","PA","$20,000 to $24,999","White","Northeast","Not in labor force","Yes, I will vote","Registered","ages45to59"
"3512","1","Female","High school graduate","CA","Less than $14,999","White","West","Employed","Yes, I will vote","Registered","ages30to44"
"3513","0","Female","Doctorate degree","CA","$125,000 to $149,999","Black, or African American","West","Not in labor force","Yes, I will vote","Registered","ages30to44"
"3514","0","Female","High school graduate","MI","$70,000 to $74,999","American Indian or Alaska Native","Midwest","Employed","Yes, I will vote","Registered","ages18to29"
"3515","0","Female","Completed some college, but no degree","NY","$95,000 to $99,999","White","Northeast","Employed","Yes, I will vote","Registered","ages45to59"
"3516","1","Male","Associate Degree","OH","$35,000 to $39,999","White","Midwest","Employed","Yes, I will vote","Registered","ages18to29"
"3517","1","Male","Doctorate degree","CA","$200,000 to $249,999","White","West","Employed","Yes, I will vote","Registered","ages30to44"
"3518","1","Female","Completed some college, but no degree","IL","$45,000 to $49,999","White","Midwest","Employed","Yes, I will vote","Registered","ages45to59"
"3519","0","Female","High school graduate","AR","Less than $14,999","White","South","Employed","Yes, I will vote","Registered","ages18to29"
"3520","0","Female","College Degree (such as B.A., B.S.)","MD","$50,000 to $54,999","White","South","Employed","Yes, I will vote","Registered","ages45to59"
"3521","0","Male","Completed some graduate, but no degree","WA","$250,000 and above","Black, or African American","West","Employed","Yes, I will vote","Registered","ages18to29"
"3522","1","Male","High school graduate","MI","$30,000 to $34,999","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"3523","1","Male","Masters degree","AZ","$100,000 to $124,999","White","West","Employed","Yes, I will vote","Registered","ages30to44"
"3524","0","Female","Masters degree","CA","$95,000 to $99,999","Black, or African American","West","Employed","Yes, I will vote","Registered","ages45to59"
"3525","0","Female","Completed some college, but no degree","IL","$20,000 to $24,999","White","Midwest","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3526","1","Male","College Degree (such as B.A., B.S.)","CA","$55,000 to $59,999","White","West","Employed","Yes, I will vote","Registered","ages60plus"
"3527","1","Female","High school graduate","MD","Less than $14,999","White","South","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3528","1","Female","Masters degree","AL","$55,000 to $59,999","White","South","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3529","0","Male","Associate Degree","OR","$20,000 to $24,999","White","West","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages45to59"
"3530","1","Male","Doctorate degree","NY","$150,000 to $174,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"3531","1","Male","College Degree (such as B.A., B.S.)","FL","$200,000 to $249,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"3532","1","Male","Completed some college, but no degree","AK","$20,000 to $24,999","White","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3533","1","Female","College Degree (such as B.A., B.S.)","SC","$65,000 to $69,999","White","South","Not in labor force","Yes, I will vote","Registered","ages45to59"
"3534","1","Male","College Degree (such as B.A., B.S.)","OH","$200,000 to $249,999","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"3535","1","Male","College Degree (such as B.A., B.S.)","PA","$100,000 to $124,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"3536","1","Male","Completed some college, but no degree","TX","$50,000 to $54,999","White","South","Employed","Yes, I will vote","Registered","ages45to59"
"3537","1","Male","Completed some graduate, but no degree","NY","$100,000 to $124,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"3538","0","Male","High school graduate","DC","Less than $14,999","Other asian or pacific islander","South","Employed","Yes, I will vote","Registered","ages18to29"
"3539","1","Male","College Degree (such as B.A., B.S.)","WI","$175,000 to $199,999","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"3540","1","Male","Completed some graduate, but no degree","IL","$70,000 to $74,999","White","Midwest","Employed","Yes, I will vote","Registered","ages18to29"
"3541","1","Male","Masters degree","VA","$125,000 to $149,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"3542","1","Female","Completed some graduate, but no degree","PA","$85,000 to $89,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"3543","1","Male","Associate Degree","KS","$30,000 to $34,999","White","Midwest","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3544","0","Female","College Degree (such as B.A., B.S.)","MA","$70,000 to $74,999","Other asian or pacific islander","Northeast","Employed","Yes, I will vote","Registered","ages45to59"
"3545","0","Male","College Degree (such as B.A., B.S.)","AL","$250,000 and above","Other asian or pacific islander","South","Employed","Yes, I will vote","Registered","ages30to44"
"3546","1","Male","High school graduate","MI","$45,000 to $49,999","White","Midwest","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3547","0","Male","Masters degree","VA","$95,000 to $99,999","White","South","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3548","0","Male","College Degree (such as B.A., B.S.)","NY","$95,000 to $99,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"3549","0","Female","College Degree (such as B.A., B.S.)","NJ","$85,000 to $89,999","White","Northeast","Employed","Yes, I will vote","Registered","ages45to59"
"3550","0","Female","College Degree (such as B.A., B.S.)","PA","$85,000 to $89,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
